"CityName","CityPopulation","StateProvinceCode","StateProvinceName","StatePopulation"
"9943","Eaton Park",NA,"FL","Florida",21148372
"9944","Eaton Rapids",5214,"MI","Michigan",9895622
"9945","Eatonton",6480,"GA","Georgia",9992167
"9946","Eatontown",12709,"NJ","New Jersey",8899339
"9947","Eatonville",2159,"FL","Florida",21148372
"9948","Eatonville",2758,"WA","Washington",7540272
"9949","Eau Claire",625,"MI","Michigan",9895622
"9950","Eau Claire",65883,"WI","Wisconsin",6211317
"9951","Eau Claire",316,"PA","Pennsylvania",13284753
"9952","Eau Galle",NA,"WI","Wisconsin",6211317
"9953","Eau Gallie",NA,"FL","Florida",21148372
"9954","Ebenezer",NA,"MS","Mississippi",2991207
"9955","Ebensburg",3351,"PA","Pennsylvania",13284753
"9956","Ebony",161,"VA","Virginia",8260405
"9957","Ebro",64,"MN","Minnesota",5637195
"9958","Ebro",270,"FL","Florida",21148372
"9959","Eccles",362,"WV","West Virginia",2085839
"9960","Echeta",NA,"WY","Wyoming",605964
"9961","Echo",NA,"TX","Texas",27506120
"9962","Echo",NA,"LA","Louisiana",4810488
"9963","Echo",NA,"AL","Alabama",5437278
"9964","Echo",56,"UT","Utah",3016906
"9965","Echo",699,"OR","Oregon",4250757
"9966","Echo",278,"MN","Minnesota",5637195
"9967","Eckerman",NA,"MI","Michigan",9895622
"9968","Eckhart Mines",932,"MD","Maryland",5928814
"9969","Eckley",257,"CO","Colorado",5698265
"9970","Eckman",NA,"ND","North Dakota",723393
"9971","Eckman",NA,"WV","West Virginia",2085839
"9972","Eclectic",1001,"AL","Alabama",5437278
"9973","Econfina",NA,"FL","Florida",21148372
"9974","Economy",187,"IN","Indiana",6570902
"9975","Economy",8970,"PA","Pennsylvania",13284753
"9976","Ecorse",9512,"MI","Michigan",9895622
"9977","Ecru",895,"MS","Mississippi",2991207
"9978","Ector",695,"TX","Texas",27506120
"9979","Edcouch",3161,"TX","Texas",27506120
"9980","Eddiceton",NA,"MS","Mississippi",2991207
"9981","Eddington",NA,"ME","Maine",1381434
"9982","Eddy",NA,"TX","Texas",27506120
"9983","Eddystone",2410,"PA","Pennsylvania",13284753
"9984","Eddyville",1024,"IA","Iowa",3214032
"9985","Eddyville",97,"NE","Nebraska",1943256
"9986","Eddyville",2554,"KY","Kentucky",4571106
"9987","Eddyville",101,"IL","Illinois",13397420
"9988","Eddyville",NA,"OR","Oregon",4250757
"9989","Eden",NA,"VT","Vermont",677762
"9990","Eden",2766,"TX","Texas",27506120
"9991","Eden",405,"ID","Idaho",1612136
"9992","Eden",600,"UT","Utah",3016906
"9993","Eden",15527,"NC","North Carolina",10241982
"9994","Eden",281,"WY","Wyoming",605964
"9995","Eden",103,"MS","Mississippi",2991207
"9996","Eden",823,"MD","Maryland",5928814
"9997","Eden",89,"SD","South Dakota",844877
"9998","Eden",3516,"NY","New York",20437172
"9999","Eden",875,"WI","Wisconsin",6211317
"10000","Eden Prairie",60797,"MN","Minnesota",5637195
"10001","Eden Valley",1042,"MN","Minnesota",5637195
"10002","Edenborn",294,"PA","Pennsylvania",13284753
"10003","Edenton",5004,"NC","North Carolina",10241982
"10004","Edenville",NA,"NY","New York",20437172
"10005","Edesville",169,"MD","Maryland",5928814
"10006","Edgar",114,"MT","Montana",1187597
"10007","Edgar",NA,"IL","Illinois",13397420
"10008","Edgar",NA,"TX","Texas",27506120
"10009","Edgar",498,"NE","Nebraska",1943256
"10010","Edgar",1479,"WI","Wisconsin",6211317
"10011","Edgar Springs",208,"MO","Missouri",6262867
"10012","Edgard",2441,"LA","Louisiana",4810488
"10013","Edgartown",NA,"MA","Massachusetts[E]",6960536
"10014","Edge",NA,"TX","Texas",27506120
"10015","Edge Hill",24,"GA","Georgia",9992167
"10016","Edgecliff Village",2776,"TX","Texas",27506120
"10017","Edgecomb",NA,"ME","Maine",1381434
"10018","Edgefield",4750,"SC","South Carolina",4774839
"10019","Edgefield",218,"LA","Louisiana",4810488
"10020","Edgeley",563,"ND","North Dakota",723393
"10021","Edgely",NA,"PA","Pennsylvania",13284753
"10022","Edgemere",8669,"MD","Maryland",5928814
"10023","Edgemont",774,"SD","South Dakota",844877
"10024","Edgemont",NA,"CA","California",41460453
"10025","Edgemont",231,"MD","Maryland",5928814
"10026","Edgemoor",NA,"SC","South Carolina",4774839
"10027","Edgerly",NA,"LA","Louisiana",4810488
"10028","Edgerton",NA,"VA","Virginia",8260405
"10029","Edgerton",195,"WY","Wyoming",605964
"10030","Edgerton",5461,"WI","Wisconsin",6211317
"10031","Edgerton",1671,"KS","Kansas",2893957
"10032","Edgerton",546,"MO","Missouri",6262867
"10033","Edgerton",1189,"MN","Minnesota",5637195
"10034","Edgerton",2012,"OH","Ohio",12514985
"10035","Edgewater",20750,"FL","Florida",21148372
"10036","Edgewater",883,"AL","Alabama",5437278
"10037","Edgewater",11513,"NJ","New Jersey",8899339
"10038","Edgewater",5170,"CO","Colorado",5698265
"10039","Edgewater",9023,"MD","Maryland",5928814
"10040","Edgewater",NA,"WI","Wisconsin",6211317
"10041","Edgewater",NA,"NY","New York",20437172
"10042","Edgewater Heights",NA,"MI","Michigan",9895622
"10043","Edgewater Park",NA,"NJ","New Jersey",8899339
"10044","Edgewood",NA,"WI","Wisconsin",6211317
"10045","Edgewood",9387,"WA","Washington",7540272
"10046","Edgewood",3735,"NM","New Mexico",2345662
"10047","Edgewood",1441,"TX","Texas",27506120
"10048","Edgewood",4432,"OH","Ohio",12514985
"10049","Edgewood",3118,"PA","Pennsylvania",13284753
"10050","Edgewood",864,"IA","Iowa",3214032
"10051","Edgewood",25562,"MD","Maryland",5928814
"10052","Edgewood",8575,"KY","Kentucky",4571106
"10053","Edgewood",440,"IL","Illinois",13397420
"10054","Edgewood",2503,"FL","Florida",21148372
"10055","Edgewood",1913,"IN","Indiana",6570902
"10056","Edgewood",43,"CA","California",41460453
"10057","Edgeworth",1680,"PA","Pennsylvania",13284753
"10058","Edie",83,"PA","Pennsylvania",13284753
"10059","Edina",47941,"MN","Minnesota",5637195
"10060","Edina",1176,"MO","Missouri",6262867
"10061","Edinboro",6438,"PA","Pennsylvania",13284753
"10062","Edinburg",196,"ND","North Dakota",723393
"10063","Edinburg",1041,"VA","Virginia",8260405
"10064","Edinburg",1078,"IL","Illinois",13397420
"10065","Edinburg",92,"MO","Missouri",6262867
"10066","Edinburg",77100,"TX","Texas",27506120
"10067","Edinburg",NA,"NJ","New Jersey",8899339
"10068","Edinburg",NA,"MS","Mississippi",2991207
"10069","Edinburg",NA,"NY","New York",20437172
"10070","Edinburgh",4480,"IN","Indiana",6570902
"10071","Edison",437,"OH","Ohio",12514985
"10072","Edison",133,"NE","Nebraska",1943256
"10073","Edison",1531,"GA","Georgia",9992167
"10074","Edison",133,"WA","Washington",7540272
"10075","Edison",NA,"NJ","New Jersey",8899339
"10076","Edison",NA,"CA","California",41460453
"10077","Edisto Beach",414,"SC","South Carolina",4774839
"10078","Edisto Island",NA,"SC","South Carolina",4774839
"10079","Edith",NA,"TX","Texas",27506120
"10080","Edler",NA,"CO","Colorado",5698265
"10081","Edmeston",657,"NY","New York",20437172
"10082","Edmond",81405,"OK","Oklahoma",3850568
"10083","Edmond",49,"KS","Kansas",2893957
"10084","Edmonds",NA,"ID","Idaho",1612136
"10085","Edmonds",39709,"WA","Washington",7540272
"10086","Edmondson",427,"AR","Arkansas",3077747
"10087","Edmonson",111,"TX","Texas",27506120
"10088","Edmonston",1445,"MD","Maryland",5928814
"10089","Edmonton",1595,"KY","Kentucky",4571106
"10090","Edmore",1201,"MI","Michigan",9895622
"10091","Edmore",182,"ND","North Dakota",723393
"10092","Edmund",173,"WI","Wisconsin",6211317
"10093","Edmundson",834,"MO","Missouri",6262867
"10094","Edmundson Acres",279,"CA","California",41460453
"10095","Edna",193,"CA","California",41460453
"10096","Edna",5499,"TX","Texas",27506120
"10097","Edna",NA,"LA","Louisiana",4810488
"10098","Edna",442,"KS","Kansas",2893957
"10099","Edna",NA,"IA","Iowa",3214032
"10100","Edna Bay",42,"AK","Alaska",735132
"10101","Edneyville",2367,"NC","North Carolina",10241982
"10102","Edom",375,"TX","Texas",27506120
"10103","Edon",834,"OH","Ohio",12514985
"10104","Edray",NA,"WV","West Virginia",2085839
"10105","Edroy",331,"TX","Texas",27506120
"10106","Edson",NA,"WI","Wisconsin",6211317
"10107","Edson",NA,"KS","Kansas",2893957
"10108","Edwall",NA,"WA","Washington",7540272
"10109","Edwards",NA,"MO","Missouri",6262867
"10110","Edwards",10266,"CO","Colorado",5698265
"10111","Edwards",1034,"MS","Mississippi",2991207
"10112","Edwards",439,"NY","New York",20437172
"10113","Edwards Air Force Base",2063,"CA","California",41460453
"10114","Edwardsburg",1259,"MI","Michigan",9895622
"10115","Edwardsport",303,"IN","Indiana",6570902
"10116","Edwardsville",202,"AL","Alabama",5437278
"10117","Edwardsville",4816,"PA","Pennsylvania",13284753
"10118","Edwardsville",4340,"KS","Kansas",2893957
"10119","Edwardsville",24293,"IL","Illinois",13397420
"10120","Eek",296,"AK","Alaska",735132
"10121","Effie",NA,"LA","Louisiana",4810488
"10122","Effie",123,"MN","Minnesota",5637195
"10123","Effingham",12328,"IL","Illinois",13397420
"10124","Effingham",546,"KS","Kansas",2893957
"10125","Effingham",NA,"NH","New Hampshire",1376397
"10126","Effingham",NA,"SC","South Carolina",4774839
"10127","Effort",2269,"PA","Pennsylvania",13284753
"10128","Efland",734,"NC","North Carolina",10241982
"10129","Egan",631,"LA","Louisiana",4810488
"10130","Egan",278,"SD","South Dakota",844877
"10131","Egbert",NA,"WY","Wyoming",605964
"10132","Egegik",109,"AK","Alaska",735132
"10133","Egeland",28,"ND","North Dakota",723393
"10134","Egg Harbor",201,"WI","Wisconsin",6211317
"10135","Egg Harbor City",4243,"NJ","New Jersey",8899339
"10136","Eggertsville",15019,"NY","New York",20437172
"10137","Eggleston",NA,"VA","Virginia",8260405
"10138","Eglon",NA,"WA","Washington",7540272
"10139","Egnar",NA,"CO","Colorado",5698265
"10140","Egypt",2391,"PA","Pennsylvania",13284753
"10141","Egypt",932,"AL","Alabama",5437278
"10142","Egypt",NA,"MA","Massachusetts[E]",6960536
"10143","Egypt",NA,"MS","Mississippi",2991207
"10144","Egypt",112,"AR","Arkansas",3077747
"10145","Ehrenberg",1470,"AZ","Arizona",6891688
"10146","Ehrenfeld",228,"PA","Pennsylvania",13284753
"10147","Ehrhardt",545,"SC","South Carolina",4774839
"10148","Eighty Four",657,"PA","Pennsylvania",13284753
"10149","Eitzen",243,"MN","Minnesota",5637195
"10150","Ekalaka",332,"MT","Montana",1187597
"10151","Ekron",135,"KY","Kentucky",4571106
"10152","Ekwok",115,"AK","Alaska",735132
"10153","El Cajon",99478,"CA","California",41460453
"10154","El Campo",11602,"TX","Texas",27506120
"10155","El Casco",NA,"CA","California",41460453
"10156","El Cenizo",3273,"TX","Texas",27506120
"10157","El Centro",42598,"CA","California",41460453
"10158","El Cerrito",23549,"CA","California",41460453
"10159","El Cerro",2953,"NM","New Mexico",2345662
"10160","El Combate",423,"PR","Puerto Rico (US Territory)",3613149
"10161","El Dara",78,"IL","Illinois",13397420
"10162","El Dorado",18884,"AR","Arkansas",3077747
"10163","El Dorado",13021,"KS","Kansas",2893957
"10164","El Dorado Hills",42108,"CA","California",41460453
"10165","El Dorado Springs",3593,"MO","Missouri",6262867
"10166","El Duende",707,"NM","New Mexico",2345662
"10167","El Granada",5467,"CA","California",41460453
"10168","El Indio",190,"TX","Texas",27506120
"10169","El Jebel",3801,"CO","Colorado",5698265
"10170","El Lago",2706,"TX","Texas",27506120
"10171","El Mangó",1482,"PR","Puerto Rico (US Territory)",3613149
"10172","El Mirage",31797,"AZ","Arizona",6891688
"10173","El Monte",113475,"CA","California",41460453
"10174","El Moro",221,"CO","Colorado",5698265
"10175","El Negro",1075,"PR","Puerto Rico (US Territory)",3613149
"10176","El Nido",330,"CA","California",41460453
"10177","El Ojo",1478,"PR","Puerto Rico (US Territory)",3613149
"10178","El Paraiso",1716,"PR","Puerto Rico (US Territory)",3613149
"10179","El Paso",649121,"TX","Texas",27506120
"10180","El Paso",NA,"WI","Wisconsin",6211317
"10181","El Paso",2810,"IL","Illinois",13397420
"10182","El Paso",NA,"AR","Arkansas",3077747
"10183","El Paso de Robles",29793,"CA","California",41460453
"10184","El Portal",474,"CA","California",41460453
"10185","El Portal",2325,"FL","Florida",21148372
"10186","El Porvenir",NA,"NM","New Mexico",2345662
"10187","El Prado",NA,"NM","New Mexico",2345662
"10188","El Rancho",NA,"CO","Colorado",5698265
"10189","El Rancho",1199,"NM","New Mexico",2345662
"10190","El Refugio",331,"TX","Texas",27506120
"10191","El Reno",16749,"OK","Oklahoma",3850568
"10192","El Rio",7198,"CA","California",41460453
"10193","El Rito",808,"NM","New Mexico",2345662
"10194","El Sauz",NA,"TX","Texas",27506120
"10195","El Segundo",16654,"CA","California",41460453
"10196","El Sobrante",12669,"CA","California",41460453
"10197","El Toro",NA,"TX","Texas",27506120
"10198","El Toro",NA,"CA","California",41460453
"10199","El Tumbao",2511,"PR","Puerto Rico (US Territory)",3613149
"10200","El Vado",NA,"NM","New Mexico",2345662
"10201","El Verano",4123,"CA","California",41460453
"10202","Elaine",636,"AR","Arkansas",3077747
"10203","Eland",202,"WI","Wisconsin",6211317
"10204","Elba",676,"NY","New York",20437172
"10205","Elba",152,"MN","Minnesota",5637195
"10206","Elba",3940,"AL","Alabama",5437278
"10207","Elba",215,"NE","Nebraska",1943256
"10208","Elba",NA,"LA","Louisiana",4810488
"10209","Elba",NA,"ID","Idaho",1612136
"10210","Elbe",29,"WA","Washington",7540272
"10211","Elberfeld",625,"IN","Indiana",6570902
"10212","Elberon",196,"IA","Iowa",3214032
"10213","Elbert",30,"TX","Texas",27506120
"10214","Elbert",230,"CO","Colorado",5698265
"10215","Elberta",256,"UT","Utah",3016906
"10216","Elberta",1498,"AL","Alabama",5437278
"10217","Elberta",372,"MI","Michigan",9895622
"10218","Elberton",4653,"GA","Georgia",9992167
"10219","Elberton",NA,"WA","Washington",7540272
"10220","Elbing",229,"KS","Kansas",2893957
"10221","Elbow Lake",1176,"MN","Minnesota",5637195
"10222","Elbridge",1058,"NY","New York",20437172
"10223","Elburn",5602,"IL","Illinois",13397420
"10224","Elcho",339,"WI","Wisconsin",6211317
"10225","Elco",NA,"IL","Illinois",13397420
"10226","Elco",323,"PA","Pennsylvania",13284753
"10227","Eldena",NA,"IL","Illinois",13397420
"10228","Elderon",179,"WI","Wisconsin",6211317
"10229","Eldersburg",30531,"MD","Maryland",5928814
"10230","Elderton",356,"PA","Pennsylvania",13284753
"10231","Elderwood",NA,"CA","California",41460453
"10232","Eldon",NA,"WA","Washington",7540272
"10233","Eldon",4567,"MO","Missouri",6262867
"10234","Eldon",927,"IA","Iowa",3214032
"10235","Eldon",368,"OK","Oklahoma",3850568
"10236","Eldora",142,"CO","Colorado",5698265
"10237","Eldora",2732,"IA","Iowa",3214032
"10238","Eldorado",NA,"IA","Iowa",3214032
"10239","Eldorado",4122,"IL","Illinois",13397420
"10240","Eldorado",59,"MD","Maryland",5928814
"10241","Eldorado",509,"OH","Ohio",12514985
"10242","Eldorado",NA,"WI","Wisconsin",6211317
"10243","Eldorado",NA,"GA","Georgia",9992167
"10244","Eldorado",1951,"TX","Texas",27506120
"10245","Eldorado",446,"OK","Oklahoma",3850568
"10246","Eldorado Springs",585,"CO","Colorado",5698265
"10247","Eldorendo",NA,"GA","Georgia",9992167
"10248","Eldred",NA,"MN","Minnesota",5637195
"10249","Eldred",NA,"NY","New York",20437172
"10250","Eldred",201,"IL","Illinois",13397420
"10251","Eldred",825,"PA","Pennsylvania",13284753
"10252","Eldridge",5651,"IA","Iowa",3214032
"10253","Eldridge",1233,"CA","California",41460453
"10254","Eldridge",130,"AL","Alabama",5437278
"10255","Eldridge",NA,"MO","Missouri",6262867
"10256","Eldridge",NA,"ND","North Dakota",723393
"10257","Eldridge",NA,"FL","Florida",21148372
"10258","Eldridge Park",NA,"NJ","New Jersey",8899339
"10259","Eleanor",1518,"WV","West Virginia",2085839
"10260","Electra",2791,"TX","Texas",27506120
"10261","Electric City",968,"WA","Washington",7540272
"10262","Electric Mills",NA,"MS","Mississippi",2991207
"10263","Ele'ele",2390,"HI","Hawaii",1404054
"10264","Elephant Butte",1431,"NM","New Mexico",2345662
"10265","Eleva",670,"WI","Wisconsin",6211317
"10266","Elfers",13986,"FL","Florida",21148372
"10267","Elfin Cove",20,"AK","Alaska",735132
"10268","Elfrida",459,"AZ","Arizona",6891688
"10269","Elgin",2156,"OK","Oklahoma",3850568
"10270","Elgin",1711,"OR","Oregon",4250757
"10271","Elgin",8135,"TX","Texas",27506120
"10272","Elgin",282,"TN","Tennessee",6495978
"10273","Elgin",NA,"NV","Nevada",2790136
"10274","Elgin",2607,"SC","South Carolina",4774839
"10275","Elgin",57,"OH","Ohio",12514985
"10276","Elgin",161,"AZ","Arizona",6891688
"10277","Elgin",218,"PA","Pennsylvania",13284753
"10278","Elgin",642,"ND","North Dakota",723393
"10279","Elgin",108188,"IL","Illinois",13397420
"10280","Elgin",661,"NE","Nebraska",1943256
"10281","Elgin",683,"IA","Iowa",3214032
"10282","Elgin",1089,"MN","Minnesota",5637195
"10283","Elgin",89,"KS","Kansas",2893957
"10284","Eli",NA,"NE","Nebraska",1943256
"10285","Eli",NA,"TX","Texas",27506120
"10286","Eliasville",NA,"TX","Texas",27506120
"10287","Elida",197,"NM","New Mexico",2345662
"10288","Elida",1905,"OH","Ohio",12514985
"10289","Elihu",NA,"KY","Kentucky",4571106
"10290","Elim",330,"AK","Alaska",735132
"10291","Elimsport",NA,"PA","Pennsylvania",13284753
"10292","Eliot",NA,"ME","Maine",1381434
"10293","Elizabeth",NA,"GA","Georgia",9992167
"10294","Elizabeth",1358,"CO","Colorado",5698265
"10295","Elizabeth",162,"IN","Indiana",6570902
"10296","Elizabeth",761,"IL","Illinois",13397420
"10297","Elizabeth",532,"LA","Louisiana",4810488
"10298","Elizabeth",173,"MN","Minnesota",5637195
"10299","Elizabeth",823,"WV","West Virginia",2085839
"10300","Elizabeth",1493,"PA","Pennsylvania",13284753
"10301","Elizabeth",124969,"NJ","New Jersey",8899339
"10302","Elizabeth City",18683,"NC","North Carolina",10241982
"10303","Elizabethton",14176,"TN","Tennessee",6495978
"10304","Elizabethtown",28531,"KY","Kentucky",4571106
"10305","Elizabethtown",299,"IL","Illinois",13397420
"10306","Elizabethtown",504,"IN","Indiana",6570902
"10307","Elizabethtown",3583,"NC","North Carolina",10241982
"10308","Elizabethtown",11545,"PA","Pennsylvania",13284753
"10309","Elizabethtown",754,"NY","New York",20437172
"10310","Elizabethville",1510,"PA","Pennsylvania",13284753
"10311","Elizaville",181,"KY","Kentucky",4571106
"10312","Elizaville",NA,"IN","Indiana",6570902
"10313","Elk",NA,"NM","New Mexico",2345662
"10314","Elk",NA,"CA","California",41460453
"10315","Elk City",NA,"NE","Nebraska",1943256
"10316","Elk City",11693,"OK","Oklahoma",3850568
"10317","Elk City",202,"ID","Idaho",1612136
"10318","Elk City",325,"KS","Kansas",2893957
"10319","Elk Creek",98,"NE","Nebraska",1943256
"10320","Elk Creek",1539,"KY","Kentucky",4571106
"10321","Elk Creek",163,"CA","California",41460453
"10322","Elk Falls",107,"KS","Kansas",2893957
"10323","Elk Garden",232,"WV","West Virginia",2085839
"10324","Elk Grove",153015,"CA","California",41460453
"10325","Elk Grove",NA,"WI","Wisconsin",6211317
"10326","Elk Grove Village",33127,"IL","Illinois",13397420
"10327","Elk Hill",NA,"VA","Virginia",8260405
"10328","Elk Horn",NA,"KY","Kentucky",4571106
"10329","Elk Horn",662,"IA","Iowa",3214032
"10330","Elk Mills",NA,"MD","Maryland",5928814
"10331","Elk Mound",878,"WI","Wisconsin",6211317
"10332","Elk Mountain",191,"WY","Wyoming",605964
"10333","Elk Neck",NA,"MD","Maryland",5928814
"10334","Elk Park",452,"NC","North Carolina",10241982
"10335","Elk Point",1963,"SD","South Dakota",844877
"10336","Elk Rapids",1642,"MI","Michigan",9895622
"10337","Elk Ridge",2436,"UT","Utah",3016906
"10338","Elk River",125,"ID","Idaho",1612136
"10339","Elk River",22974,"MN","Minnesota",5637195
"10340","Elk Run Heights",1117,"IA","Iowa",3214032
"10341","Elk Springs",NA,"CO","Colorado",5698265
"10342","Elk Valley",NA,"TN","Tennessee",6495978
"10343","Elkader",1273,"IA","Iowa",3214032
"10344","Elkatawa",NA,"KY","Kentucky",4571106
"10345","Elkhart",1371,"TX","Texas",27506120
"10346","Elkhart",683,"IA","Iowa",3214032
"10347","Elkhart",50949,"IN","Indiana",6570902
"10348","Elkhart",2205,"KS","Kansas",2893957
"10349","Elkhart",405,"IL","Illinois",13397420
"10350","Elkhart Lake",967,"WI","Wisconsin",6211317
"10351","Elkhorn",10084,"WI","Wisconsin",6211317
"10352","Elkhorn",1565,"CA","California",41460453
"10353","Elkhorn",10,"MT","Montana",1187597
"10354","Elkhorn",NA,"OR","Oregon",4250757
"10355","Elkhorn",NA,"NE","Nebraska",1943256
"10356","Elkhorn City",982,"KY","Kentucky",4571106
"10357","Elkin",4001,"NC","North Carolina",10241982
"10358","Elkins",2648,"AR","Arkansas",3077747
"10359","Elkins",7094,"WV","West Virginia",2085839
"10360","Elkins",NA,"NM","New Mexico",2345662
"10361","Elkins Park",NA,"PA","Pennsylvania",13284753
"10362","Elkland",NA,"MO","Missouri",6262867
"10363","Elkland",1821,"PA","Pennsylvania",13284753
"10364","Elkmont",434,"AL","Alabama",5437278
"10365","Elko",193,"SC","South Carolina",4774839
"10366","Elko",18297,"NV","Nevada",2790136
"10367","Elko",NA,"GA","Georgia",9992167
"10368","Elko New Market",4110,"MN","Minnesota",5637195
"10369","Elkol",NA,"WY","Wyoming",605964
"10370","Elkport",37,"IA","Iowa",3214032
"10371","Elkridge",15593,"MD","Maryland",5928814
"10372","Elkton",2726,"VA","Virginia",8260405
"10373","Elkton",15443,"MD","Maryland",5928814
"10374","Elkton",141,"MN","Minnesota",5637195
"10375","Elkton",736,"SD","South Dakota",844877
"10376","Elkton",578,"TN","Tennessee",6495978
"10377","Elkton",2062,"KY","Kentucky",4571106
"10378","Elkton",808,"MI","Michigan",9895622
"10379","Elkton",NA,"MO","Missouri",6262867
"10380","Elkton",NA,"OH","Ohio",12514985
"10381","Elkton",195,"OR","Oregon",4250757
"10382","Elkview",1222,"WV","West Virginia",2085839
"10383","Elkville",928,"IL","Illinois",13397420
"10384","Ella",NA,"WI","Wisconsin",6211317
"10385","Ella",NA,"TX","Texas",27506120
"10386","Ellabell",NA,"GA","Georgia",9992167
"10387","Ellamar",NA,"AK","Alaska",735132
"10388","Ellamore",NA,"WV","West Virginia",2085839
"10389","Ellaville",NA,"FL","Florida",21148372
"10390","Ellaville",1812,"GA","Georgia",9992167
"10391","Ellenboro",873,"NC","North Carolina",10241982
"10392","Ellenboro",363,"WV","West Virginia",2085839
"10393","Ellenboro",NA,"WI","Wisconsin",6211317
"10394","Ellenburg",NA,"NY","New York",20437172
"10395","Ellenburg Depot",NA,"NY","New York",20437172
"10396","Ellendale",NA,"LA","Louisiana",4810488
"10397","Ellendale",NA,"TN","Tennessee",6495978
"10398","Ellendale",381,"DE","Delaware",1001289
"10399","Ellendale",691,"MN","Minnesota",5637195
"10400","Ellendale",1394,"ND","North Dakota",723393
"10401","Ellensburg",18174,"WA","Washington",7540272
"10402","Ellenton",281,"GA","Georgia",9992167
"10403","Ellenton",4275,"FL","Florida",21148372
"10404","Ellenville",4135,"NY","New York",20437172
"10405","Ellenwood",NA,"GA","Georgia",9992167
"10406","Ellerbe",1054,"NC","North Carolina",10241982
"10407","Ellerslie",572,"MD","Maryland",5928814
"10408","Ellettsville",6378,"IN","Indiana",6570902
"10409","Ellicott",1131,"CO","Colorado",5698265
"10410","Ellicott",NA,"NY","New York",20437172
"10411","Ellicott City",65834,"MD","Maryland",5928814
"10412","Ellicottville",376,"NY","New York",20437172
"10413","Ellijay",1619,"GA","Georgia",9992167
"10414","Ellinger",NA,"TX","Texas",27506120
"10415","Ellington",NA,"NY","New York",20437172
"10416","Ellington",NA,"CT","Connecticut",3739923
"10417","Ellington",987,"MO","Missouri",6262867
"10418","Ellinwood",2131,"KS","Kansas",2893957
"10419","Elliott",25,"ND","North Dakota",723393
"10420","Elliott",350,"IA","Iowa",3214032
"10421","Elliott",295,"IL","Illinois",13397420
"10422","Elliott",NA,"AR","Arkansas",3077747
"10423","Elliott",990,"MS","Mississippi",2991207
"10424","Elliott",52,"MD","Maryland",5928814
"10425","Elliott",295,"SC","South Carolina",4774839
"10426","Elliotts Bluff",NA,"GA","Georgia",9992167
"10427","Ellis",NA,"ID","Idaho",1612136
"10428","Ellis",NA,"NE","Nebraska",1943256
"10429","Ellis",2062,"KS","Kansas",2893957
"10430","Ellis Grove",363,"IL","Illinois",13397420
"10431","Ellisburg",244,"NY","New York",20437172
"10432","Ellisforde",NA,"WA","Washington",7540272
"10433","Ellison Bay",165,"WI","Wisconsin",6211317
"10434","Ellisport",NA,"WA","Washington",7540272
"10435","Elliston",NA,"OH","Ohio",12514985
"10436","Elliston",902,"VA","Virginia",8260405
"10437","Elliston",219,"MT","Montana",1187597
"10438","Ellisville",4448,"MS","Mississippi",2991207
"10439","Ellisville",96,"IL","Illinois",13397420
"10440","Ellisville",9133,"MO","Missouri",6262867
"10441","Elloree",692,"SC","South Carolina",4774839
"10442","Ellport",1180,"PA","Pennsylvania",13284753
"10443","Ellsinore",446,"MO","Missouri",6262867
"10444","Ellston",43,"IA","Iowa",3214032
"10445","Ellsworth",463,"MN","Minnesota",5637195
"10446","Ellsworth",531,"IA","Iowa",3214032
"10447","Ellsworth",1027,"PA","Pennsylvania",13284753
"10448","Ellsworth",3120,"KS","Kansas",2893957
"10449","Ellsworth",3284,"WI","Wisconsin",6211317
"10450","Ellsworth",7741,"ME","Maine",1381434
"10451","Ellsworth",195,"IL","Illinois",13397420
"10452","Ellsworth",349,"MI","Michigan",9895622
"10453","Ellsworth",NA,"NE","Nebraska",1943256
"10454","Ellsworth",NA,"LA","Louisiana",4810488
"10455","Ellsworth",NA,"NH","New Hampshire",1376397
"10456","Ellwood City",7921,"PA","Pennsylvania",13284753
"10457","Ellzey",NA,"FL","Florida",21148372
"10458","Elm City",1298,"NC","North Carolina",10241982
"10459","Elm Creek",901,"NE","Nebraska",1943256
"10460","Elm Grove",5934,"WI","Wisconsin",6211317
"10461","Elm Grove",NA,"LA","Louisiana",4810488
"10462","Elm Grove",NA,"OH","Ohio",12514985
"10463","Elm Mott",NA,"TX","Texas",27506120
"10464","Elm Point",NA,"MO","Missouri",6262867
"10465","Elm Springs",NA,"SD","South Dakota",844877
"10466","Elm Springs",1535,"AR","Arkansas",3077747
"10467","Elma",546,"IA","Iowa",3214032
"10468","Elma",NA,"NY","New York",20437172
"10469","Elma",3107,"WA","Washington",7540272
"10470","Elma Center",2571,"NY","New York",20437172
"10471","Elmdale",116,"MN","Minnesota",5637195
"10472","Elmdale",55,"KS","Kansas",2893957
"10473","Elmdale",NA,"TX","Texas",27506120
"10474","Elmendorf",1488,"TX","Texas",27506120
"10475","Elmer",96,"OK","Oklahoma",3850568
"10476","Elmer",NA,"MN","Minnesota",5637195
"10477","Elmer",80,"MO","Missouri",6262867
"10478","Elmer",1395,"NJ","New Jersey",8899339
"10479","Elmer City",238,"WA","Washington",7540272
"10480","Elmhurst",44121,"IL","Illinois",13397420
"10481","Elmira",29200,"NY","New York",20437172
"10482","Elmira",50,"MO","Missouri",6262867
"10483","Elmira",188,"CA","California",41460453
"10484","Elmira",NA,"ID","Idaho",1612136
"10485","Elmira",NA,"MI","Michigan",9895622
