"CityName","CityPopulation","StateProvinceCode","StateProvinceName","StatePopulation"
"34336","Tula",NA,"MS","Mississippi",2991207
"34337","Tulalip",NA,"WA","Washington",7540272
"34338","Tulare",59278,"CA","California",41460453
"34339","Tulare",207,"SD","South Dakota",844877
"34340","Tularosa",2842,"NM","New Mexico",2345662
"34341","Tulelake",1010,"CA","California",41460453
"34342","Tuleta",288,"TX","Texas",27506120
"34343","Tulia",4967,"TX","Texas",27506120
"34344","Tulip",NA,"TX","Texas",27506120
"34345","Tull",448,"AR","Arkansas",3077747
"34346","Tullahassee",106,"OK","Oklahoma",3850568
"34347","Tullahoma",18655,"TN","Tennessee",6495978
"34348","Tullos",385,"LA","Louisiana",4810488
"34349","Tully",873,"NY","New York",20437172
"34350","Tullytown",1872,"PA","Pennsylvania",13284753
"34351","Tulsa",391906,"OK","Oklahoma",3850568
"34352","Tulsita",14,"TX","Texas",27506120
"34353","Tuluksak",373,"AK","Alaska",735132
"34354","Tumacacori",393,"AZ","Arizona",6891688
"34355","Tumalo",488,"OR","Oregon",4250757
"34356","Tumbling Shoals",978,"AR","Arkansas",3077747
"34357","Tumwater",17371,"WA","Washington",7540272
"34358","Tunas",NA,"MO","Missouri",6262867
"34359","Tunbridge",NA,"VT","Vermont",677762
"34360","Tundra",NA,"TX","Texas",27506120
"34361","Tunica",NA,"LA","Louisiana",4810488
"34362","Tunica",1030,"MS","Mississippi",2991207
"34363","Tunis",NA,"TX","Texas",27506120
"34364","Tunis Mills",NA,"MD","Maryland",5928814
"34365","Tunkhannock",1836,"PA","Pennsylvania",13284753
"34366","Tunnel City",106,"WI","Wisconsin",6211317
"34367","Tunnel Hill",NA,"IL","Illinois",13397420
"34368","Tunnel Hill",856,"GA","Georgia",9992167
"34369","Tunnel Springs",NA,"AL","Alabama",5437278
"34370","Tunnelhill",363,"PA","Pennsylvania",13284753
"34371","Tunnelton",294,"WV","West Virginia",2085839
"34372","Tuntutuliak",408,"AK","Alaska",735132
"34373","Tununak",327,"AK","Alaska",735132
"34374","Tuolumne",NA,"CA","California",41460453
"34375","Tuolumne City",1779,"CA","California",41460453
"34376","Tupelo",34546,"MS","Mississippi",2991207
"34377","Tupelo",180,"AR","Arkansas",3077747
"34378","Tupelo",329,"OK","Oklahoma",3850568
"34379","Tupman",161,"CA","California",41460453
"34380","Tupper Lake",3667,"NY","New York",20437172
"34381","Tuppers Plains",465,"OH","Ohio",12514985
"34382","Turah",306,"MT","Montana",1187597
"34383","Turbeville",766,"SC","South Carolina",4774839
"34384","Turbotville",705,"PA","Pennsylvania",13284753
"34385","Turin",232,"NY","New York",20437172
"34386","Turin",274,"GA","Georgia",9992167
"34387","Turin",68,"IA","Iowa",3214032
"34388","Turkey",292,"NC","North Carolina",10241982
"34389","Turkey",421,"TX","Texas",27506120
"34390","Turkey",NA,"KY","Kentucky",4571106
"34391","Turkey Creek",441,"LA","Louisiana",4810488
"34392","Turkey Creek Meadows",NA,"IN","Indiana",6570902
"34393","Turley",NA,"NM","New Mexico",2345662
"34394","Turley",2756,"OK","Oklahoma",3850568
"34395","Turlock",68549,"CA","California",41460453
"34396","Turnbull",NA,"FL","Florida",21148372
"34397","Turner",NA,"ME","Maine",1381434
"34398","Turner",NA,"ID","Idaho",1612136
"34399","Turner",1854,"OR","Oregon",4250757
"34400","Turner",61,"MT","Montana",1187597
"34401","Turner",NA,"WA","Washington",7540272
"34402","Turner",114,"MI","Michigan",9895622
"34403","Turner Corner",NA,"WA","Washington",7540272
"34404","Turners Falls",4470,"MA","Massachusetts[E]",6960536
"34405","Turnersville",3742,"NJ","New Jersey",8899339
"34406","Turnerville",192,"WY","Wyoming",605964
"34407","Turnerville",NA,"GA","Georgia",9992167
"34408","Turney",148,"MO","Missouri",6262867
"34409","Turon",387,"KS","Kansas",2893957
"34410","Turpin",467,"OK","Oklahoma",3850568
"34411","Turrell",615,"AR","Arkansas",3077747
"34412","Turtle Creek",5349,"PA","Pennsylvania",13284753
"34413","Turtle Lake",581,"ND","North Dakota",723393
"34414","Turtle Lake",1050,"WI","Wisconsin",6211317
"34415","Turtle River",77,"MN","Minnesota",5637195
"34416","Turton",48,"SD","South Dakota",844877
"34417","Tusayan",558,"AZ","Arizona",6891688
"34418","Tuscaloosa",90468,"AL","Alabama",5437278
"34419","Tuscarawas",1056,"OH","Ohio",12514985
"34420","Tuscarora",980,"PA","Pennsylvania",13284753
"34421","Tuscarora",74,"NY","New York",20437172
"34422","Tuscarora",NA,"NV","Nevada",2790136
"34423","Tuscola",NA,"MS","Mississippi",2991207
"34424","Tuscola",742,"TX","Texas",27506120
"34425","Tuscola",4480,"IL","Illinois",13397420
"34426","Tusculum",2663,"TN","Tennessee",6495978
"34427","Tuscumbia",8423,"AL","Alabama",5437278
"34428","Tuscumbia",203,"MO","Missouri",6262867
"34429","Tushka",312,"OK","Oklahoma",3850568
"34430","Tuskahoma",151,"OK","Oklahoma",3850568
"34431","Tuskegee",9865,"AL","Alabama",5437278
"34432","Tusten",NA,"NY","New York",20437172
"34433","Tustin",117,"WI","Wisconsin",6211317
"34434","Tustin",75540,"CA","California",41460453
"34435","Tustin",230,"MI","Michigan",9895622
"34436","Tuthill",NA,"SD","South Dakota",844877
"34437","Tuttle",6019,"OK","Oklahoma",3850568
"34438","Tuttle",103,"CA","California",41460453
"34439","Tuttle",NA,"ID","Idaho",1612136
"34440","Tuttle",80,"ND","North Dakota",723393
"34441","Tuttletown",668,"CA","California",41460453
"34442","Tutwiler",3550,"MS","Mississippi",2991207
"34443","Tuxedo",NA,"NC","North Carolina",10241982
"34444","Tuxedo",NA,"TX","Texas",27506120
"34445","Tuxedo Park",623,"NY","New York",20437172
"34446","Twain",82,"CA","California",41460453
"34447","Twain Harte",2226,"CA","California",41460453
"34448","Twentynine Palms",25048,"CA","California",41460453
"34449","Twichell",NA,"TX","Texas",27506120
"34450","Twilight",233,"PA","Pennsylvania",13284753
"34451","Twin",399,"AL","Alabama",5437278
"34452","Twin Bridges",375,"MT","Montana",1187597
"34453","Twin Brooks",69,"SD","South Dakota",844877
"34454","Twin City",1742,"GA","Georgia",9992167
"34455","Twin Falls",44125,"ID","Idaho",1612136
"34456","Twin Grove",1564,"IL","Illinois",13397420
"34457","Twin Groves",335,"AR","Arkansas",3077747
"34458","Twin Lake",1720,"MI","Michigan",9895622
"34459","Twin Lakes",5989,"WI","Wisconsin",6211317
"34460","Twin Lakes",1052,"NM","New Mexico",2345662
"34461","Twin Lakes",151,"MN","Minnesota",5637195
"34462","Twin Lakes",171,"CO","Colorado",5698265
"34463","Twin Lakes",1647,"VA","Virginia",8260405
"34464","Twin Lakes",NA,"GA","Georgia",9992167
"34465","Twin Lakes",59,"WA","Washington",7540272
"34466","Twin Lakes Village",NA,"NY","New York",20437172
"34467","Twin Mountain",NA,"NH","New Hampshire",1376397
"34468","Twin Oaks",392,"MO","Missouri",6262867
"34469","Twin Oaks",198,"OK","Oklahoma",3850568
"34470","Twin Peaks",NA,"CA","California",41460453
"34471","Twin Rivers",7443,"NJ","New Jersey",8899339
"34472","Twin Valley",821,"MN","Minnesota",5637195
"34473","Twining",181,"MI","Michigan",9895622
"34474","Twinsburg",18795,"OH","Ohio",12514985
"34475","Twisp",919,"WA","Washington",7540272
"34476","Twitty",NA,"TX","Texas",27506120
"34477","Two Buttes",43,"CO","Colorado",5698265
"34478","Two Creeks",NA,"WI","Wisconsin",6211317
"34479","Two Guns",NA,"AZ","Arizona",6891688
"34480","Two Harbors",3745,"MN","Minnesota",5637195
"34481","Two Inlets",NA,"MN","Minnesota",5637195
"34482","Two Rivers",11712,"WI","Wisconsin",6211317
"34483","Two Strike",209,"SD","South Dakota",844877
"34484","Twodot",NA,"MT","Montana",1187597
"34485","Ty Ty",725,"GA","Georgia",9992167
"34486","Tyaskin",236,"MD","Maryland",5928814
"34487","Tybee Island",2990,"GA","Georgia",9992167
"34488","Tye",1242,"TX","Texas",27506120
"34489","Tygh Valley",206,"OR","Oregon",4250757
"34490","Tyhee",1123,"ID","Idaho",1612136
"34491","Tyler",NA,"AL","Alabama",5437278
"34492","Tyler",96900,"TX","Texas",27506120
"34493","Tyler",NA,"WA","Washington",7540272
"34494","Tyler",1143,"MN","Minnesota",5637195
"34495","Tylersburg",196,"PA","Pennsylvania",13284753
"34496","Tylersville",NA,"OH","Ohio",12514985
"34497","Tylersville",NA,"PA","Pennsylvania",13284753
"34498","Tylertown",1609,"MS","Mississippi",2991207
"34499","Tynan",278,"TX","Texas",27506120
"34500","Tyndall",1067,"SD","South Dakota",844877
"34501","Tyner",NA,"IN","Indiana",6570902
"34502","Tyngsboro",NA,"MA","Massachusetts[E]",6960536
"34503","Tyonek",171,"AK","Alaska",735132
"34504","Tyre",NA,"NY","New York",20437172
"34505","Tyringham",NA,"MA","Massachusetts[E]",6960536
"34506","Tyro",NA,"AR","Arkansas",3077747
"34507","Tyro",3879,"NC","North Carolina",10241982
"34508","Tyro",NA,"MS","Mississippi",2991207
"34509","Tyro",220,"KS","Kansas",2893957
"34510","Tyrone",6879,"GA","Georgia",9992167
"34511","Tyrone",5477,"PA","Pennsylvania",13284753
"34512","Tyrone",NA,"NY","New York",20437172
"34513","Tyrone",637,"NM","New Mexico",2345662
"34514","Tyrone",NA,"CO","Colorado",5698265
"34515","Tyrone",762,"OK","Oklahoma",3850568
"34516","Tyronza",762,"AR","Arkansas",3077747
"34517","Tysons Corner",19627,"VA","Virginia",8260405
"34518","Ualapu'e",425,"HI","Hawaii",1404054
"34519","Ubly",858,"MI","Michigan",9895622
"34520","Ucolo",NA,"UT","Utah",3016906
"34521","Ucon",1108,"ID","Idaho",1612136
"34522","Udall",746,"KS","Kansas",2893957
"34523","Udell",47,"IA","Iowa",3214032
"34524","Uehling",230,"NE","Nebraska",1943256
"34525","Ugashik",12,"AK","Alaska",735132
"34526","Uhland",1014,"TX","Texas",27506120
"34527","Uhrichsville",5413,"OH","Ohio",12514985
"34528","Uintah",1322,"UT","Utah",3016906
"34529","Ukiah",186,"OR","Oregon",4250757
"34530","Ukiah",16075,"CA","California",41460453
"34531","Ulen",547,"MN","Minnesota",5637195
"34532","Ulen",117,"IN","Indiana",6570902
"34533","Ullin",463,"IL","Illinois",13397420
"34534","Ulm",170,"AR","Arkansas",3077747
"34535","Ulm",738,"MT","Montana",1187597
"34536","Ulm",NA,"WY","Wyoming",605964
"34537","Ulmer",88,"SC","South Carolina",4774839
"34538","Ulster",NA,"PA","Pennsylvania",13284753
"34539","'Ulupalakua",NA,"HI","Hawaii",1404054
"34540","Ulysses",NA,"KY","Kentucky",4571106
"34541","Ulysses",6161,"KS","Kansas",2893957
"34542","Ulysses",171,"NE","Nebraska",1943256
"34543","Ulysses",621,"PA","Pennsylvania",13284753
"34544","Umapine",315,"OR","Oregon",4250757
"34545","Umatilla",6906,"OR","Oregon",4250757
"34546","Umatilla",3456,"FL","Florida",21148372
"34547","Umbarger",NA,"TX","Texas",27506120
"34548","Umber View Heights",48,"MO","Missouri",6262867
"34549","Umiat",NA,"AK","Alaska",735132
"34550","Umkumiute",NA,"AK","Alaska",735132
"34551","Umpire",NA,"AR","Arkansas",3077747
"34552","Umpqua",NA,"OR","Oregon",4250757
"34553","Unadilla",1128,"NY","New York",20437172
"34554","Unadilla",311,"NE","Nebraska",1943256
"34555","Unadilla",3796,"GA","Georgia",9992167
"34556","Unalakleet",688,"AK","Alaska",735132
"34557","Unalaska",4376,"AK","Alaska",735132
"34558","Uncas",NA,"OK","Oklahoma",3850568
"34559","Uncasville",NA,"CT","Connecticut",3739923
"34560","Uncertain",94,"TX","Texas",27506120
"34561","Underhill",NA,"VT","Vermont",677762
"34562","Underhill",NA,"WI","Wisconsin",6211317
"34563","Underwood",NA,"TX","Texas",27506120
"34564","Underwood",NA,"IN","Indiana",6570902
"34565","Underwood",NA,"AL","Alabama",5437278
"34566","Underwood",341,"MN","Minnesota",5637195
"34567","Underwood",917,"IA","Iowa",3214032
"34568","Underwood",778,"ND","North Dakota",723393
"34569","Unga",NA,"AK","Alaska",735132
"34570","Unicoi",3632,"TN","Tennessee",6495978
"34571","Union",237,"AL","Alabama",5437278
"34572","Union",1988,"MS","Mississippi",2991207
"34573","Union",8393,"SC","South Carolina",4774839
"34574","Union",5379,"KY","Kentucky",4571106
"34575","Union",397,"IA","Iowa",3214032
"34576","Union",6419,"OH","Ohio",12514985
"34577","Union",10204,"MO","Missouri",6262867
"34578","Union",233,"NE","Nebraska",1943256
"34579","Union",580,"IL","Illinois",13397420
"34580","Union",565,"WV","West Virginia",2085839
"34581","Union",NA,"TX","Texas",27506120
"34582","Union",NA,"UT","Utah",3016906
"34583","Union",NA,"WI","Wisconsin",6211317
"34584","Union",NA,"NJ","New Jersey",8899339
"34585","Union",NA,"CT","Connecticut",3739923
"34586","Union",NA,"ME","Maine",1381434
"34587","Union",631,"WA","Washington",7540272
"34588","Union",892,"LA","Louisiana",4810488
"34589","Union",204,"NH","New Hampshire",1376397
"34590","Union",2121,"OR","Oregon",4250757
"34591","Union Beach",6245,"NJ","New Jersey",8899339
"34592","Union Bridge",975,"MD","Maryland",5928814
"34593","Union Center",200,"WI","Wisconsin",6211317
"34594","Union Center",NA,"SD","South Dakota",844877
"34595","Union Church",NA,"MS","Mississippi",2991207
"34596","Union City",NA,"KY","Kentucky",4571106
"34597","Union City",69516,"CA","California",41460453
"34598","Union City",1645,"OK","Oklahoma",3850568
"34599","Union City",66455,"NJ","New Jersey",8899339
"34600","Union City",3320,"PA","Pennsylvania",13284753
"34601","Union City",1599,"MI","Michigan",9895622
"34602","Union City",1666,"OH","Ohio",12514985
"34603","Union City",3584,"IN","Indiana",6570902
"34604","Union City",10895,"TN","Tennessee",6495978
"34605","Union City",19456,"GA","Georgia",9992167
"34606","Union Creek",NA,"OR","Oregon",4250757
"34607","Union Dale",267,"PA","Pennsylvania",13284753
"34608","Union Furnace",NA,"OH","Ohio",12514985
"34609","Union Gap",6047,"WA","Washington",7540272
"34610","Union Grove",357,"TX","Texas",27506120
"34611","Union Grove",4915,"WI","Wisconsin",6211317
"34612","Union Grove",77,"AL","Alabama",5437278
"34613","Union Hall",1138,"VA","Virginia",8260405
"34614","Union Hill",58,"IL","Illinois",13397420
"34615","Union Lake",NA,"MI","Michigan",9895622
"34616","Union Level",188,"VA","Virginia",8260405
"34617","Union Park",9765,"FL","Florida",21148372
"34618","Union Point",1617,"GA","Georgia",9992167
"34619","Union Springs",3980,"AL","Alabama",5437278
"34620","Union Springs",1197,"NY","New York",20437172
"34621","Union Star",437,"MO","Missouri",6262867
"34622","Union Valley",307,"TX","Texas",27506120
"34623","Union Village",NA,"RI","Rhode Island",1051511
"34624","Uniondale",310,"IN","Indiana",6570902
"34625","Uniondale",24759,"NY","New York",20437172
"34626","Uniontown",3309,"OH","Ohio",12514985
"34627","Uniontown",NA,"AR","Arkansas",3077747
"34628","Uniontown",10372,"PA","Pennsylvania",13284753
"34629","Uniontown",272,"KS","Kansas",2893957
"34630","Uniontown",1002,"KY","Kentucky",4571106
"34631","Uniontown",1775,"AL","Alabama",5437278
"34632","Uniontown",294,"WA","Washington",7540272
"34633","Unionvale",NA,"OH","Ohio",12514985
"34634","Unionville",NA,"PA","Pennsylvania",13284753
"34635","Unionville",NA,"NJ","New Jersey",8899339
"34636","Unionville",NA,"MD","Maryland",5928814
"34637","Unionville",NA,"MT","Montana",1187597
"34638","Unionville",NA,"NV","Nevada",2790136
"34639","Unionville",NA,"VA","Virginia",8260405
"34640","Unionville",1368,"TN","Tennessee",6495978
"34641","Unionville",5929,"NC","North Carolina",10241982
"34642","Unionville",508,"MI","Michigan",9895622
"34643","Unionville",102,"IA","Iowa",3214032
"34644","Unionville",1865,"MO","Missouri",6262867
"34645","Unionville",612,"NY","New York",20437172
"34646","Unionville Center",233,"OH","Ohio",12514985
"34647","Uniopolis",222,"OH","Ohio",12514985
"34648","United",NA,"PA","Pennsylvania",13284753
"34649","Unity",NA,"NH","New Hampshire",1376397
"34650","Unity",71,"OR","Oregon",4250757
"34651","Unity",469,"ME","Maine",1381434
"34652","Unity",343,"WI","Wisconsin",6211317
"34653","Unity Village",99,"MO","Missouri",6262867
"34654","Unityville",NA,"SD","South Dakota",844877
"34655","Universal",362,"IN","Indiana",6570902
"34656","Universal City",18530,"TX","Texas",27506120
"34657","University Center",3586,"VA","Virginia",8260405
"34658","University City",35371,"MO","Missouri",6262867
"34659","University Gardens",4226,"NY","New York",20437172
"34660","University Heights",13539,"OH","Ohio",12514985
"34661","University Heights",1051,"IA","Iowa",3214032
"34662","University Heights",NA,"VA","Virginia",8260405
"34663","University of Virginia",7704,"VA","Virginia",8260405
"34664","University Park",23068,"TX","Texas",27506120
"34665","University Park",NA,"IL","Illinois",13397420
"34666","University Park",487,"IA","Iowa",3214032
"34667","University Park",4192,"NM","New Mexico",2345662
"34668","University Park",2548,"MD","Maryland",5928814
"34669","University Place",31144,"WA","Washington",7540272
"34670","Upalco",NA,"UT","Utah",3016906
"34671","Upatoi",NA,"GA","Georgia",9992167
"34672","Upham",NA,"NM","New Mexico",2345662
"34673","Upham",130,"ND","North Dakota",723393
"34674","Upland",3239,"PA","Pennsylvania",13284753
"34675","Upland",143,"NE","Nebraska",1943256
"34676","Upland",3845,"IN","Indiana",6570902
"34677","Upland",NA,"KS","Kansas",2893957
"34678","Upland",73732,"CA","California",41460453
"34679","Uplands Park",445,"MO","Missouri",6262867
"34680","Upper Arlington",33771,"OH","Ohio",12514985
"34681","Upper Brookville",1698,"NY","New York",20437172
"34682","Upper Crossroads",NA,"MD","Maryland",5928814
"34683","Upper Darby",NA,"PA","Pennsylvania",13284753
"34684","Upper Kalskag",210,"AK","Alaska",735132
"34685","Upper Lake",1052,"CA","California",41460453
"34686","Upper Marlboro",631,"MD","Maryland",5928814
"34687","Upper Mill",NA,"WA","Washington",7540272
"34688","Upper Montclair",11565,"NJ","New Jersey",8899339
"34689","Upper Nyack",2063,"NY","New York",20437172
"34690","Upper Preston",NA,"WA","Washington",7540272
"34691","Upper Saddle River",8208,"NJ","New Jersey",8899339
"34692","Upper Saint Clair",19229,"PA","Pennsylvania",13284753
"34693","Upper Sandusky",6596,"OH","Ohio",12514985
"34694","Upper Tract",NA,"WV","West Virginia",2085839
"34695","Upsala",427,"MN","Minnesota",5637195
"34696","Upson",NA,"WI","Wisconsin",6211317
"34697","Upton",NA,"TX","Texas",27506120
"34698","Upton",1100,"WY","Wyoming",605964
"34699","Upton",NA,"ME","Maine",1381434
"34700","Upton",683,"KY","Kentucky",4571106
"34701","Upton",3013,"MA","Massachusetts[E]",6960536
"34702","Urania",1313,"LA","Louisiana",4810488
"34703","Uravan",NA,"CO","Colorado",5698265
"34704","Urban",NA,"WA","Washington",7540272
"34705","Urbana",NA,"IN","Indiana",6570902
"34706","Urbana",NA,"KS","Kansas",2893957
"34707","Urbana",NA,"NY","New York",20437172
"34708","Urbana",NA,"AR","Arkansas",3077747
"34709","Urbana",9175,"MD","Maryland",5928814
"34710","Urbana",1458,"IA","Iowa",3214032
"34711","Urbana",11793,"OH","Ohio",12514985
"34712","Urbana",41250,"IL","Illinois",13397420
"34713","Urbana",417,"MO","Missouri",6262867
"34714","Urbancrest",998,"OH","Ohio",12514985
"34715","Urbandale",39463,"IA","Iowa",3214032
"34716","Urbanette",NA,"AR","Arkansas",3077747
"34717","Urbank",54,"MN","Minnesota",5637195
"34718","Urbanna",476,"VA","Virginia",8260405
"34719","Uriah",294,"AL","Alabama",5437278
"34720","Urich",505,"MO","Missouri",6262867
"34721","Urie",262,"WY","Wyoming",605964
"34722","Ursa",626,"IL","Illinois",13397420
"34723","Ursina",225,"PA","Pennsylvania",13284753
"34724","Ursine",91,"NV","Nevada",2790136
"34725","Usher",NA,"FL","Florida",21148372
"34726","Usk",NA,"WA","Washington",7540272
"34727","Ute",374,"IA","Iowa",3214032
"34728","Ute Park",71,"NM","New Mexico",2345662
"34729","Utica",NA,"WI","Wisconsin",6211317
"34730","Utica",NA,"MT","Montana",1187597
"34731","Utica",291,"MN","Minnesota",5637195
"34732","Utica",776,"IN","Indiana",6570902
"34733","Utica",158,"KS","Kansas",2893957
"34734","Utica",2132,"OH","Ohio",12514985
"34735","Utica",861,"NE","Nebraska",1943256
"34736","Utica",269,"MO","Missouri",6262867
"34737","Utica",1489,"SC","South Carolina",4774839
"34738","Utica",820,"MS","Mississippi",2991207
"34739","Utica",189,"PA","Pennsylvania",13284753
"34740","Utica",65,"SD","South Dakota",844877
"34741","Utica",62235,"NY","New York",20437172
"34742","Utica",4757,"MI","Michigan",9895622
"34743","Utleyville",NA,"CO","Colorado",5698265
"34744","Utopia",227,"TX","Texas",27506120
"34745","Utting",126,"AZ","Arizona",6891688
"34746","Utuado",8397,"PR","Puerto Rico (US Territory)",3613149
"34747","Uvalda",598,"GA","Georgia",9992167
"34748","Uvalde",15751,"TX","Texas",27506120
"34749","Uvalde Estates",2171,"TX","Texas",27506120
"34750","Uxbridge",NA,"MA","Massachusetts[E]",6960536
"34751","Uyak",NA,"AK","Alaska",735132
"34752","Vacaville",92428,"CA","California",41460453
"34753","Vacherie",NA,"LA","Louisiana",4810488
"34754","Vader",621,"WA","Washington",7540272
"34755","Vadito",270,"NM","New Mexico",2345662
"34756","Vadnais Heights",12302,"MN","Minnesota",5637195
"34757","Vado",3194,"NM","New Mexico",2345662
"34758","Vaiden",734,"MS","Mississippi",2991207
"34759","Vail",10208,"AZ","Arizona",6891688
"34760","Vail",436,"IA","Iowa",3214032
"34761","Vail",5305,"CO","Colorado",5698265
"34762","Vail",NA,"WA","Washington",7540272
"34763","Vails Gate",3369,"NY","New York",20437172
"34764","Vair",NA,"TX","Texas",27506120
"34765","Vaiva Vo",128,"AZ","Arizona",6891688
"34766","Val Verda",NA,"UT","Utah",3016906
"34767","Val Verde",2468,"CA","California",41460453
"34768","Valatie",1819,"NY","New York",20437172
"34769","Valders",962,"WI","Wisconsin",6211317
"34770","Valdese",4490,"NC","North Carolina",10241982
"34771","Valdez",NA,"NM","New Mexico",2345662
"34772","Valdez",3976,"AK","Alaska",735132
"34773","Valdez",47,"CO","Colorado",5698265
"34774","Valdosta",54518,"GA","Georgia",9992167
"34775","Vale",136,"SD","South Dakota",844877
"34776","Vale",1874,"OR","Oregon",4250757
"34777","Vale Summit",139,"MD","Maryland",5928814
"34778","Valeene",NA,"IN","Indiana",6570902
"34779","Valencia",2192,"NM","New Mexico",2345662
"34780","Valencia",551,"PA","Pennsylvania",13284753
"34781","Valentine",2737,"NE","Nebraska",1943256
"34782","Valentine",NA,"MT","Montana",1187597
"34783","Valentine",38,"AZ","Arizona",6891688
"34784","Valentine",134,"TX","Texas",27506120
"34785","Valera",NA,"TX","Texas",27506120
"34786","Valeria",NA,"KY","Kentucky",4571106
"34787","Valeria",57,"IA","Iowa",3214032
"34788","Valhalla",NA,"NC","North Carolina",10241982
"34789","Valier",509,"MT","Montana",1187597
"34790","Valier",669,"IL","Illinois",13397420
"34791","Valinda",22822,"CA","California",41460453
"34792","Valkaria",NA,"FL","Florida",21148372
"34793","Valle",832,"AZ","Arizona",6891688
"34794","Valle Crucis",412,"NC","North Carolina",10241982
"34795","Valle Vista",14578,"CA","California",41460453
"34796","Vallecito",442,"CA","California",41460453
"34797","Vallejo",115942,"CA","California",41460453
"34798","Valles Mines",NA,"MO","Missouri",6262867
"34799","Valley",NA,"WI","Wisconsin",6211317
"34800","Valley",146,"WA","Washington",7540272
"34801","Valley",9524,"AL","Alabama",5437278
"34802","Valley",1875,"NE","Nebraska",1943256
"34803","Valley Acres",527,"CA","California",41460453
"34804","Valley Bend",485,"WV","West Virginia",2085839
"34805","Valley Brook",765,"OK","Oklahoma",3850568
"34806","Valley Center",9277,"CA","California",41460453
"34807","Valley Center",6822,"KS","Kansas",2893957
"34808","Valley City",13,"IL","Illinois",13397420
"34809","Valley City",6585,"ND","North Dakota",723393
"34810","Valley City",NA,"OH","Ohio",12514985
"34811","Valley Cottage",9107,"NY","New York",20437172
"34812","Valley Creek",NA,"AL","Alabama",5437278
"34813","Valley Falls",NA,"OR","Oregon",4250757
"34814","Valley Falls",466,"NY","New York",20437172
"34815","Valley Falls",11547,"RI","Rhode Island",1051511
"34816","Valley Falls",6299,"SC","South Carolina",4774839
"34817","Valley Falls",1192,"KS","Kansas",2893957
"34818","Valley Ford",147,"CA","California",41460453
"34819","Valley Forge",NA,"PA","Pennsylvania",13284753
"34820","Valley Grande",4020,"AL","Alabama",5437278
"34821","Valley Grove",378,"WV","West Virginia",2085839
"34822","Valley Head",558,"AL","Alabama",5437278
"34823","Valley Head",267,"WV","West Virginia",2085839
"34824","Valley Hi",212,"OH","Ohio",12514985
"34825","Valley Hill",2070,"NC","North Carolina",10241982
"34826","Valley Home",228,"CA","California",41460453
"34827","Valley Mills",1203,"TX","Texas",27506120
"34828","Valley Park",NA,"MS","Mississippi",2991207
"34829","Valley Park",6942,"MO","Missouri",6262867
"34830","Valley Spring",NA,"TX","Texas",27506120
"34831","Valley Springs",183,"AR","Arkansas",3077747
"34832","Valley Springs",3553,"CA","California",41460453
"34833","Valley Springs",759,"SD","South Dakota",844877
"34834","Valley Station",NA,"KY","Kentucky",4571106
"34835","Valley Stream",37511,"NY","New York",20437172
"34836","Valley View",1683,"PA","Pennsylvania",13284753
"34837","Valley View",2034,"OH","Ohio",12514985
"34838","Valley View",NA,"KY","Kentucky",4571106
"34839","Valley View",NA,"IL","Illinois",13397420
"34840","Valley View",757,"TX","Texas",27506120
"34841","Valley View Park",NA,"CA","California",41460453
"34842","Valley Wells",0,"CA","California",41460453
"34843","Valley-Hi",15,"PA","Pennsylvania",13284753
"34844","Valleyview",620,"OH","Ohio",12514985
"34845","Valliant",754,"OK","Oklahoma",3850568
"34846","Vallonia",336,"IN","Indiana",6570902
"34847","Valmeyer",1263,"IL","Illinois",13397420
"34848","Valmont",59,"CO","Colorado",5698265
"34849","Valmont",NA,"NM","New Mexico",2345662
"34850","Valmora",NA,"NM","New Mexico",2345662
"34851","Valmy",37,"NV","Nevada",2790136
"34852","Valparaiso",31730,"IN","Indiana",6570902
"34853","Valparaiso",570,"NE","Nebraska",1943256
"34854","Valparaiso",5036,"FL","Florida",21148372
"34855","Valsetz",NA,"OR","Oregon",4250757
"34856","Valton",NA,"WI","Wisconsin",6211317
"34857","Value",NA,"MS","Mississippi",2991207
"34858","Vamo",4727,"FL","Florida",21148372
"34859","Van",2632,"TX","Texas",27506120
"34860","Van",211,"WV","West Virginia",2085839
"34861","Van",NA,"AR","Arkansas",3077747
"34862","Van Alstyne",3046,"TX","Texas",27506120
"34863","Van Bibber Lake",485,"IN","Indiana",6570902
"34864","Van Buren",NA,"NY","New York",20437172
"34865","Van Buren",NA,"KY","Kentucky",4571106
"34866","Van Buren",328,"OH","Ohio",12514985
"34867","Van Buren",864,"IN","Indiana",6570902
"34868","Van Buren",819,"MO","Missouri",6262867
"34869","Van Buren",22791,"AR","Arkansas",3077747
"34870","Van Buren",1937,"ME","Maine",1381434
"34871","Van Buskirk",NA,"WI","Wisconsin",6211317
"34872","Van Cortlandtville",NA,"NY","New York",20437172
"34873","Van Dyne",279,"WI","Wisconsin",6211317
"34874","Van Etten",537,"NY","New York",20437172
"34875","Van Hiseville",NA,"NJ","New Jersey",8899339
"34876","Van Horn",2063,"TX","Texas",27506120
"34877","Van Horne",682,"IA","Iowa",3214032
"34878","Van Lear",NA,"KY","Kentucky",4571106
"34879","Van Meter",1016,"IA","Iowa",3214032
"34880","Van Metre",NA,"SD","South Dakota",844877
"34881","Van Tassell",15,"WY","Wyoming",605964
"34882","Van Vleck",1844,"TX","Texas",27506120
"34883","Van Voorhis",166,"PA","Pennsylvania",13284753
